GeographyCode,DateCode,Measurement,Units,Value,Property Type
E92000001,2002 Apr,Average Price (pounds),Percent,101355,All Property Types
E12000001,2002 Apr,Average Price (pounds),Percent,58178,All Property Types
E12000002,2002 Apr,Average Price (pounds),Percent,64596,All Property Types
E12000003,2002 Apr,Average Price (pounds),Percent,64739,All Property Types
E12000004,2002 Apr,Average Price (pounds),Percent,80083,All Property Types
E12000005,2002 Apr,Average Price (pounds),Percent,85464,All Property Types
E12000006,2002 Apr,Average Price (pounds),Percent,120065,All Property Types
E12000007,2002 Apr,Average Price (pounds),Percent,178218,All Property Types
E12000008,2002 Apr,Average Price (pounds),Percent,141861,All Property Types
E12000009,2002 Apr,Average Price (pounds),Percent,115278,All Property Types
E92000001,2002 May,Average Price (pounds),Percent,104458,All Property Types
E12000001,2002 May,Average Price (pounds),Percent,60166,All Property Types
E12000002,2002 May,Average Price (pounds),Percent,67351,All Property Types
E12000003,2002 May,Average Price (pounds),Percent,66684,All Property Types
E12000004,2002 May,Average Price (pounds),Percent,82643,All Property Types
E12000005,2002 May,Average Price (pounds),Percent,88015,All Property Types
E12000006,2002 May,Average Price (pounds),Percent,123090,All Property Types
E12000007,2002 May,Average Price (pounds),Percent,182805,All Property Types
E12000008,2002 May,Average Price (pounds),Percent,146013,All Property Types
E12000009,2002 May,Average Price (pounds),Percent,118717,All Property Types
E92000001,2002 Jun,Average Price (pounds),Percent,106811,All Property Types
E12000001,2002 Jun,Average Price (pounds),Percent,60958,All Property Types
E12000002,2002 Jun,Average Price (pounds),Percent,68494,All Property Types
E12000003,2002 Jun,Average Price (pounds),Percent,68931,All Property Types
E12000004,2002 Jun,Average Price (pounds),Percent,84539,All Property Types
E12000005,2002 Jun,Average Price (pounds),Percent,90683,All Property Types
E12000006,2002 Jun,Average Price (pounds),Percent,125088,All Property Types
E12000007,2002 Jun,Average Price (pounds),Percent,186038,All Property Types
E12000008,2002 Jun,Average Price (pounds),Percent,149123,All Property Types
E12000009,2002 Jun,Average Price (pounds),Percent,122468,All Property Types
E92000001,2002 Jul,Average Price (pounds),Percent,110001,All Property Types
E12000001,2002 Jul,Average Price (pounds),Percent,63302,All Property Types
E12000002,2002 Jul,Average Price (pounds),Percent,70780,All Property Types
E12000003,2002 Jul,Average Price (pounds),Percent,70211,All Property Types
E12000004,2002 Jul,Average Price (pounds),Percent,88192,All Property Types
E12000005,2002 Jul,Average Price (pounds),Percent,92437,All Property Types
E12000006,2002 Jul,Average Price (pounds),Percent,129419,All Property Types
E12000007,2002 Jul,Average Price (pounds),Percent,191162,All Property Types
E12000008,2002 Jul,Average Price (pounds),Percent,153199,All Property Types
E12000009,2002 Jul,Average Price (pounds),Percent,126349,All Property Types
E92000001,2002 Aug,Average Price (pounds),Percent,112832,All Property Types
E12000001,2002 Aug,Average Price (pounds),Percent,65025,All Property Types
E12000002,2002 Aug,Average Price (pounds),Percent,71765,All Property Types
E12000003,2002 Aug,Average Price (pounds),Percent,72055,All Property Types
E12000004,2002 Aug,Average Price (pounds),Percent,91058,All Property Types
E12000005,2002 Aug,Average Price (pounds),Percent,95134,All Property Types
E12000006,2002 Aug,Average Price (pounds),Percent,132917,All Property Types
E12000007,2002 Aug,Average Price (pounds),Percent,195333,All Property Types
E12000008,2002 Aug,Average Price (pounds),Percent,157672,All Property Types
E12000009,2002 Aug,Average Price (pounds),Percent,129887,All Property Types
E92000001,2002 Sep,Average Price (pounds),Percent,113914,All Property Types
E12000001,2002 Sep,Average Price (pounds),Percent,64455,All Property Types
E12000002,2002 Sep,Average Price (pounds),Percent,71768,All Property Types
E12000003,2002 Sep,Average Price (pounds),Percent,73005,All Property Types
E12000004,2002 Sep,Average Price (pounds),Percent,91480,All Property Types
E12000005,2002 Sep,Average Price (pounds),Percent,96813,All Property Types
E12000006,2002 Sep,Average Price (pounds),Percent,134094,All Property Types
E12000007,2002 Sep,Average Price (pounds),Percent,197045,All Property Types
E12000008,2002 Sep,Average Price (pounds),Percent,159843,All Property Types
E12000009,2002 Sep,Average Price (pounds),Percent,132198,All Property Types
E92000001,2002 Oct,Average Price (pounds),Percent,115879,All Property Types
E12000001,2002 Oct,Average Price (pounds),Percent,66049,All Property Types
E12000002,2002 Oct,Average Price (pounds),Percent,72562,All Property Types
E12000003,2002 Oct,Average Price (pounds),Percent,73921,All Property Types
E12000004,2002 Oct,Average Price (pounds),Percent,93898,All Property Types
E12000005,2002 Oct,Average Price (pounds),Percent,98653,All Property Types
E12000006,2002 Oct,Average Price (pounds),Percent,137098,All Property Types
E12000007,2002 Oct,Average Price (pounds),Percent,199092,All Property Types
E12000008,2002 Oct,Average Price (pounds),Percent,162290,All Property Types
E12000009,2002 Oct,Average Price (pounds),Percent,135148,All Property Types
E92000001,2002 Nov,Average Price (pounds),Percent,118693,All Property Types
E12000001,2002 Nov,Average Price (pounds),Percent,68494,All Property Types
E12000002,2002 Nov,Average Price (pounds),Percent,74763,All Property Types
E12000003,2002 Nov,Average Price (pounds),Percent,76688,All Property Types
E12000004,2002 Nov,Average Price (pounds),Percent,96949,All Property Types
E12000005,2002 Nov,Average Price (pounds),Percent,100767,All Property Types
E12000006,2002 Nov,Average Price (pounds),Percent,140637,All Property Types
E12000007,2002 Nov,Average Price (pounds),Percent,202527,All Property Types
E12000008,2002 Nov,Average Price (pounds),Percent,164980,All Property Types
E12000009,2002 Nov,Average Price (pounds),Percent,137401,All Property Types
E92000001,2002 Dec,Average Price (pounds),Percent,119982,All Property Types
E12000001,2002 Dec,Average Price (pounds),Percent,69491,All Property Types
E12000002,2002 Dec,Average Price (pounds),Percent,75567,All Property Types
E12000003,2002 Dec,Average Price (pounds),Percent,77357,All Property Types
E12000004,2002 Dec,Average Price (pounds),Percent,98179,All Property Types
E12000005,2002 Dec,Average Price (pounds),Percent,102749,All Property Types
E12000006,2002 Dec,Average Price (pounds),Percent,141858,All Property Types
E12000007,2002 Dec,Average Price (pounds),Percent,203437,All Property Types
E12000008,2002 Dec,Average Price (pounds),Percent,166939,All Property Types
E12000009,2002 Dec,Average Price (pounds),Percent,138960,All Property Types
E92000001,2003 Jan,Average Price (pounds),Percent,121610,All Property Types
E12000001,2003 Jan,Average Price (pounds),Percent,67520,All Property Types
E12000002,2003 Jan,Average Price (pounds),Percent,76069,All Property Types
E12000003,2003 Jan,Average Price (pounds),Percent,78554,All Property Types
E12000004,2003 Jan,Average Price (pounds),Percent,100132,All Property Types
E12000005,2003 Jan,Average Price (pounds),Percent,104468,All Property Types
E12000006,2003 Jan,Average Price (pounds),Percent,144866,All Property Types
E12000007,2003 Jan,Average Price (pounds),Percent,207162,All Property Types
E12000008,2003 Jan,Average Price (pounds),Percent,169024,All Property Types
E12000009,2003 Jan,Average Price (pounds),Percent,141452,All Property Types
E92000001,2003 Feb,Average Price (pounds),Percent,121754,All Property Types
E12000001,2003 Feb,Average Price (pounds),Percent,68396,All Property Types
E12000002,2003 Feb,Average Price (pounds),Percent,75939,All Property Types
E12000003,2003 Feb,Average Price (pounds),Percent,78707,All Property Types
E12000004,2003 Feb,Average Price (pounds),Percent,102378,All Property Types
E12000005,2003 Feb,Average Price (pounds),Percent,104109,All Property Types
E12000006,2003 Feb,Average Price (pounds),Percent,144848,All Property Types
E12000007,2003 Feb,Average Price (pounds),Percent,206464,All Property Types
E12000008,2003 Feb,Average Price (pounds),Percent,169132,All Property Types
E12000009,2003 Feb,Average Price (pounds),Percent,140641,All Property Types
E92000001,2003 Mar,Average Price (pounds),Percent,123258,All Property Types
E12000001,2003 Mar,Average Price (pounds),Percent,71926,All Property Types
E12000002,2003 Mar,Average Price (pounds),Percent,76959,All Property Types
E12000003,2003 Mar,Average Price (pounds),Percent,80085,All Property Types
E12000004,2003 Mar,Average Price (pounds),Percent,101518,All Property Types
E12000005,2003 Mar,Average Price (pounds),Percent,107284,All Property Types
E12000006,2003 Mar,Average Price (pounds),Percent,145968,All Property Types
E12000007,2003 Mar,Average Price (pounds),Percent,205573,All Property Types
E12000008,2003 Mar,Average Price (pounds),Percent,170871,All Property Types
E12000009,2003 Mar,Average Price (pounds),Percent,143651,All Property Types
E92000001,2003 Apr,Average Price (pounds),Percent,126239,All Property Types
E12000001,2003 Apr,Average Price (pounds),Percent,75588,All Property Types
E12000002,2003 Apr,Average Price (pounds),Percent,80698,All Property Types
E12000003,2003 Apr,Average Price (pounds),Percent,82883,All Property Types
E12000004,2003 Apr,Average Price (pounds),Percent,106466,All Property Types
E12000005,2003 Apr,Average Price (pounds),Percent,108791,All Property Types
E12000006,2003 Apr,Average Price (pounds),Percent,149010,All Property Types
E12000007,2003 Apr,Average Price (pounds),Percent,207953,All Property Types
E12000008,2003 Apr,Average Price (pounds),Percent,172240,All Property Types
E12000009,2003 Apr,Average Price (pounds),Percent,145317,All Property Types
E92000001,2003 May,Average Price (pounds),Percent,128299,All Property Types
E12000001,2003 May,Average Price (pounds),Percent,77026,All Property Types
E12000002,2003 May,Average Price (pounds),Percent,82862,All Property Types
E12000003,2003 May,Average Price (pounds),Percent,85381,All Property Types
E12000004,2003 May,Average Price (pounds),Percent,108677,All Property Types
E12000005,2003 May,Average Price (pounds),Percent,111250,All Property Types
E12000006,2003 May,Average Price (pounds),Percent,149708,All Property Types
E12000007,2003 May,Average Price (pounds),Percent,210583,All Property Types
E12000008,2003 May,Average Price (pounds),Percent,173815,All Property Types
E12000009,2003 May,Average Price (pounds),Percent,147079,All Property Types
E92000001,2003 Jun,Average Price (pounds),Percent,129353,All Property Types
E12000001,2003 Jun,Average Price (pounds),Percent,78789,All Property Types
E12000002,2003 Jun,Average Price (pounds),Percent,84244,All Property Types
E12000003,2003 Jun,Average Price (pounds),Percent,87165,All Property Types
E12000004,2003 Jun,Average Price (pounds),Percent,109587,All Property Types
E12000005,2003 Jun,Average Price (pounds),Percent,111828,All Property Types
E12000006,2003 Jun,Average Price (pounds),Percent,149449,All Property Types
E12000007,2003 Jun,Average Price (pounds),Percent,208941,All Property Types
E12000008,2003 Jun,Average Price (pounds),Percent,175525,All Property Types
E12000009,2003 Jun,Average Price (pounds),Percent,148955,All Property Types
E92000001,2003 Jul,Average Price (pounds),Percent,132318,All Property Types
E12000001,2003 Jul,Average Price (pounds),Percent,82819,All Property Types
E12000002,2003 Jul,Average Price (pounds),Percent,87160,All Property Types
E12000003,2003 Jul,Average Price (pounds),Percent,89509,All Property Types
E12000004,2003 Jul,Average Price (pounds),Percent,111648,All Property Types
E12000005,2003 Jul,Average Price (pounds),Percent,114213,All Property Types
E12000006,2003 Jul,Average Price (pounds),Percent,153579,All Property Types
E12000007,2003 Jul,Average Price (pounds),Percent,213806,All Property Types
E12000008,2003 Jul,Average Price (pounds),Percent,177245,All Property Types
E12000009,2003 Jul,Average Price (pounds),Percent,151149,All Property Types
E92000001,2003 Aug,Average Price (pounds),Percent,133896,All Property Types
E12000001,2003 Aug,Average Price (pounds),Percent,84389,All Property Types
E12000002,2003 Aug,Average Price (pounds),Percent,89471,All Property Types
E12000003,2003 Aug,Average Price (pounds),Percent,91496,All Property Types
E12000004,2003 Aug,Average Price (pounds),Percent,114593,All Property Types
E12000005,2003 Aug,Average Price (pounds),Percent,117481,All Property Types
E12000006,2003 Aug,Average Price (pounds),Percent,154232,All Property Types
E12000007,2003 Aug,Average Price (pounds),Percent,212692,All Property Types
E12000008,2003 Aug,Average Price (pounds),Percent,177730,All Property Types
E12000009,2003 Aug,Average Price (pounds),Percent,151746,All Property Types
E92000001,2003 Sep,Average Price (pounds),Percent,133848,All Property Types
E12000001,2003 Sep,Average Price (pounds),Percent,84723,All Property Types
E12000002,2003 Sep,Average Price (pounds),Percent,89616,All Property Types
E12000003,2003 Sep,Average Price (pounds),Percent,91827,All Property Types
E12000004,2003 Sep,Average Price (pounds),Percent,114575,All Property Types
E12000005,2003 Sep,Average Price (pounds),Percent,116867,All Property Types
E12000006,2003 Sep,Average Price (pounds),Percent,154002,All Property Types
E12000007,2003 Sep,Average Price (pounds),Percent,212901,All Property Types
E12000008,2003 Sep,Average Price (pounds),Percent,176384,All Property Types
E12000009,2003 Sep,Average Price (pounds),Percent,152814,All Property Types
E92000001,2003 Oct,Average Price (pounds),Percent,135885,All Property Types
E12000001,2003 Oct,Average Price (pounds),Percent,87372,All Property Types
E12000002,2003 Oct,Average Price (pounds),Percent,91689,All Property Types
E12000003,2003 Oct,Average Price (pounds),Percent,93299,All Property Types
E12000004,2003 Oct,Average Price (pounds),Percent,116408,All Property Types
E12000005,2003 Oct,Average Price (pounds),Percent,118832,All Property Types
